method,step,value
catp_llm_train_loss,9889.0,0.061548
catp_llm_train_loss,9890.0,0.045688
catp_llm_train_loss,9891.0,0.035166
catp_llm_train_loss,9892.0,0.041454
catp_llm_train_loss,9893.0,0.089152
catp_llm_train_loss,9894.0,0.080385
catp_llm_train_loss,9895.0,0.081198
catp_llm_train_loss,9896.0,0.156007
catp_llm_train_loss,9897.0,0.146754
catp_llm_train_loss,9898.0,0.147688
catp_llm_train_loss,9899.0,0.223839
catp_llm_train_loss,9900.0,0.211441
catp_llm_train_loss,9901.0,0.11773
catp_llm_train_loss,9902.0,0.121606
catp_llm_train_loss,9903.0,0.107264
catp_llm_train_loss,9904.0,0.03721
catp_llm_train_loss,9905.0,0.036489
catp_llm_train_loss,9906.0,0.040815
catp_llm_train_loss,9907.0,0.046159
catp_llm_train_loss,9908.0,0.012932
catp_llm_train_loss,9909.0,0.012338
catp_llm_train_loss,9910.0,0.044696
catp_llm_train_loss,9911.0,0.034143
catp_llm_train_loss,9912.0,0.030609
catp_llm_train_loss,9913.0,0.032168
catp_llm_train_loss,9914.0,0.033829
catp_llm_train_loss,9915.0,0.019673
catp_llm_train_loss,9916.0,0.019186
catp_llm_train_loss,9917.0,0.129205
catp_llm_train_loss,9918.0,0.11812
catp_llm_train_loss,9919.0,0.118704
catp_llm_train_loss,9920.0,0.16998
catp_llm_train_loss,9921.0,0.163625
catp_llm_train_loss,9922.0,0.07523
catp_llm_train_loss,9923.0,0.073713
catp_llm_train_loss,9924.0,0.067936
catp_llm_train_loss,9925.0,0.066439
catp_llm_train_loss,9926.0,0.055512
catp_llm_train_loss,9927.0,0.053133
catp_llm_train_loss,9928.0,0.177611
catp_llm_train_loss,9929.0,0.109602
catp_llm_train_loss,9930.0,0.128514
catp_llm_train_loss,9931.0,0.096783
catp_llm_train_loss,9932.0,0.03143
catp_llm_train_loss,9933.0,0.027558
catp_llm_train_loss,9934.0,0.026285
catp_llm_train_loss,9935.0,0.020336
catp_llm_train_loss,9936.0,0.006915
catp_llm_train_loss,9937.0,0.010832
catp_llm_train_loss,9938.0,0.077584
catp_llm_train_loss,9939.0,0.031857
catp_llm_train_loss,9940.0,0.036777
catp_llm_train_loss,9941.0,0.178917
catp_llm_train_loss,9942.0,0.142714
catp_llm_train_loss,9943.0,0.122707
catp_llm_train_loss,9944.0,0.130442
catp_llm_train_loss,9945.0,0.018641
catp_llm_train_loss,9946.0,0.00793
catp_llm_train_loss,9947.0,0.007357
catp_llm_train_loss,9948.0,0.104863
catp_llm_train_loss,9949.0,0.1182
catp_llm_train_loss,9950.0,0.095736
catp_llm_train_loss,9951.0,0.096636
catp_llm_train_loss,9952.0,0.100513
catp_llm_train_loss,9953.0,0.088528
catp_llm_train_loss,9954.0,0.08473
catp_llm_train_loss,9955.0,0.088038
catp_llm_train_loss,9956.0,0.073674
catp_llm_train_loss,9957.0,0.013046
catp_llm_train_loss,9958.0,0.012966
catp_llm_train_loss,9959.0,0.035867
catp_llm_train_loss,9960.0,0.043076
catp_llm_train_loss,9961.0,0.018995
catp_llm_train_loss,9962.0,0.018987
catp_llm_train_loss,9963.0,0.034646
catp_llm_train_loss,9964.0,0.023564
catp_llm_train_loss,9965.0,0.021565
catp_llm_train_loss,9966.0,0.022499
catp_llm_train_loss,9967.0,0.06432
catp_llm_train_loss,9968.0,0.051551
catp_llm_train_loss,9969.0,0.050758
catp_llm_train_loss,9970.0,0.135147
catp_llm_train_loss,9971.0,0.075988
catp_llm_train_loss,9972.0,0.071744
catp_llm_train_loss,9973.0,0.117035
catp_llm_train_loss,9974.0,0.11779
catp_llm_train_loss,9975.0,0.068265
catp_llm_train_loss,9976.0,0.06772
catp_llm_train_loss,9977.0,0.219126
catp_llm_train_loss,9978.0,0.151354
catp_llm_train_loss,9979.0,0.141883
catp_llm_train_loss,9980.0,0.21531
catp_llm_train_loss,9981.0,0.154857
catp_llm_train_loss,9982.0,0.090408
catp_llm_train_loss,9983.0,0.093841
catp_llm_train_loss,9984.0,0.088512
catp_llm_train_loss,9985.0,0.084596
catp_llm_train_loss,9986.0,0.078629
catp_llm_train_loss,9987.0,0.077547
catp_llm_train_loss,9988.0,0.19871
catp_llm_train_loss,9989.0,0.13777
catp_llm_train_loss,9990.0,0.129276
catp_llm_train_loss,9991.0,0.142395
catp_llm_train_loss,9992.0,0.080011
catp_llm_train_loss,9993.0,0.064227
catp_llm_train_loss,9994.0,0.085376
catp_llm_train_loss,9995.0,0.07359
catp_llm_train_loss,9996.0,0.026865
catp_llm_train_loss,9997.0,0.033709
catp_llm_train_loss,9998.0,0.025618
catp_llm_train_loss,9999.0,0.017452
catp_llm_train_loss,10000.0,0.011401
catp_llm_train_loss,10001.0,0.010234
catp_llm_train_loss,10002.0,0.149101
catp_llm_train_loss,10003.0,0.095811
catp_llm_train_loss,10004.0,0.110177
catp_llm_train_loss,10005.0,0.017361
catp_llm_train_loss,10006.0,0.008977
catp_llm_train_loss,10007.0,0.008814
catp_llm_train_loss,10008.0,0.706011
catp_llm_train_loss,10009.0,0.682577
catp_llm_train_loss,10010.0,0.112001
catp_llm_train_loss,10011.0,0.09486
catp_llm_train_loss,10012.0,0.109016
catp_llm_train_loss,10013.0,0.168252
catp_llm_train_loss,10014.0,0.098067
catp_llm_train_loss,10015.0,0.102801
catp_llm_train_loss,10016.0,0.124821
catp_llm_train_loss,10017.0,0.164134
catp_llm_train_loss,10018.0,0.151269
catp_llm_train_loss,10019.0,0.145425
catp_llm_train_loss,10020.0,0.141716
catp_llm_train_loss,10021.0,0.063667
catp_llm_train_loss,10022.0,0.026106
catp_llm_train_loss,10023.0,0.032564
catp_llm_train_loss,10024.0,0.136646
catp_llm_train_loss,10025.0,0.05559
catp_llm_train_loss,10026.0,0.049006
catp_llm_train_loss,10027.0,0.054218
catp_llm_train_loss,10028.0,0.062859
catp_llm_train_loss,10029.0,0.04247
catp_llm_train_loss,10030.0,0.038739
catp_llm_train_loss,10031.0,0.19368
catp_llm_train_loss,10032.0,0.114898
catp_llm_train_loss,10033.0,0.103685
catp_llm_train_loss,10034.0,0.023465
catp_llm_train_loss,10035.0,0.019931
catp_llm_train_loss,10036.0,0.016725
catp_llm_train_loss,10037.0,0.179165
catp_llm_train_loss,10038.0,0.093009
catp_llm_train_loss,10039.0,0.101861
catp_llm_train_loss,10040.0,0.218195
catp_llm_train_loss,10041.0,0.208255
catp_llm_train_loss,10042.0,0.189595
catp_llm_train_loss,10043.0,0.192799
catp_llm_train_loss,10044.0,0.12081
catp_llm_train_loss,10045.0,0.117892
catp_llm_train_loss,10046.0,0.117494
catp_llm_train_loss,10047.0,0.092117
catp_llm_train_loss,10048.0,0.086849
catp_llm_train_loss,10049.0,0.084056
catp_llm_train_loss,10050.0,0.087314
catp_llm_train_loss,10051.0,0.017892
catp_llm_train_loss,10052.0,0.017768
catp_llm_train_loss,10053.0,0.135934
catp_llm_train_loss,10054.0,0.116309
catp_llm_train_loss,10055.0,0.105581
catp_llm_train_loss,10056.0,0.10787
catp_llm_train_loss,10057.0,0.103768
catp_llm_train_loss,10058.0,0.0851
catp_llm_train_loss,10059.0,0.065316
catp_llm_train_loss,10060.0,0.065674
catp_llm_train_loss,10061.0,0.135703
catp_llm_train_loss,10062.0,0.051993
catp_llm_train_loss,10063.0,0.052239
catp_llm_train_loss,10064.0,0.06554
catp_llm_train_loss,10065.0,0.07644
catp_llm_train_loss,10066.0,0.060524
catp_llm_train_loss,10067.0,0.061104
catp_llm_train_loss,10068.0,0.051154
catp_llm_train_loss,10069.0,0.05113
catp_llm_train_loss,10070.0,0.024634
catp_llm_train_loss,10071.0,0.067382
catp_llm_train_loss,10072.0,0.142797
catp_llm_train_loss,10073.0,0.079666
catp_llm_train_loss,10074.0,0.082937
catp_llm_train_loss,10075.0,0.095946
catp_llm_train_loss,10076.0,0.110239
catp_llm_train_loss,10077.0,0.094171
catp_llm_train_loss,10078.0,0.073928
catp_llm_train_loss,10079.0,0.143152
catp_llm_train_loss,10080.0,0.060705
catp_llm_train_loss,10081.0,0.065309
catp_llm_train_loss,10082.0,0.108059
catp_llm_train_loss,10083.0,0.031078
catp_llm_train_loss,10084.0,0.030832
catp_llm_train_loss,10085.0,0.050885
catp_llm_train_loss,10086.0,0.059359
catp_llm_train_loss,10087.0,0.039377
catp_llm_train_loss,10088.0,0.041497
catp_llm_train_loss,10089.0,0.037313
catp_llm_train_loss,10090.0,0.029442
catp_llm_train_loss,10091.0,0.01365
catp_llm_train_loss,10092.0,0.013765
catp_llm_train_loss,10093.0,0.062309
catp_llm_train_loss,10094.0,0.055331
catp_llm_train_loss,10095.0,0.057091
catp_llm_train_loss,10096.0,0.701145
catp_llm_train_loss,10097.0,0.097407
catp_llm_train_loss,10098.0,0.083997
catp_llm_train_loss,10099.0,0.082842
catp_llm_train_loss,10100.0,0.219334
catp_llm_train_loss,10101.0,0.175335
catp_llm_train_loss,10102.0,0.098315
catp_llm_train_loss,10103.0,0.099716
catp_llm_train_loss,10104.0,0.149454
catp_llm_train_loss,10105.0,0.237597
catp_llm_train_loss,10106.0,0.129287
catp_llm_train_loss,10107.0,0.059333
catp_llm_train_loss,10108.0,0.06051
catp_llm_train_loss,10109.0,0.161012
catp_llm_train_loss,10110.0,0.150859
catp_llm_train_loss,10111.0,0.151727
catp_llm_train_loss,10112.0,0.078866
catp_llm_train_loss,10113.0,0.112226
catp_llm_train_loss,10114.0,0.057288
catp_llm_train_loss,10115.0,0.057127
catp_llm_train_loss,10116.0,0.076957
catp_llm_train_loss,10117.0,0.076651
catp_llm_train_loss,10118.0,0.062566
catp_llm_train_loss,10119.0,0.065245
catp_llm_train_loss,10120.0,0.09977
catp_llm_train_loss,10121.0,0.089135
catp_llm_train_loss,10122.0,0.090383
catp_llm_train_loss,10123.0,0.605871
catp_llm_train_loss,10124.0,0.103349
catp_llm_train_loss,10125.0,0.053896
catp_llm_train_loss,10126.0,0.055531
catp_llm_train_loss,10127.0,0.056559
catp_llm_train_loss,10128.0,0.041942
catp_llm_train_loss,10129.0,0.012072
catp_llm_train_loss,10130.0,0.012814
catp_llm_train_loss,10131.0,0.084565
catp_llm_train_loss,10132.0,0.089033
catp_llm_train_loss,10133.0,0.06993
catp_llm_train_loss,10134.0,0.068207
catp_llm_train_loss,10135.0,0.088831
catp_llm_train_loss,10136.0,0.074071
catp_llm_train_loss,10137.0,0.072136
catp_llm_train_loss,10138.0,0.052398
catp_llm_train_loss,10139.0,0.093271
catp_llm_train_loss,10140.0,0.080259
catp_llm_train_loss,10141.0,0.076964
catp_llm_train_loss,10142.0,0.121322
catp_llm_train_loss,10143.0,0.126018
catp_llm_train_loss,10144.0,0.077363
catp_llm_train_loss,10145.0,0.079368
catp_llm_train_loss,10146.0,0.091919
catp_llm_train_loss,10147.0,0.086481
catp_llm_train_loss,10148.0,0.044058
catp_llm_train_loss,10149.0,0.055594
catp_llm_train_loss,10150.0,0.115418
catp_llm_train_loss,10151.0,0.063341
catp_llm_train_loss,10152.0,0.064086
catp_llm_train_loss,10153.0,0.125277
catp_llm_train_loss,10154.0,0.105075
catp_llm_train_loss,10155.0,0.08592
catp_llm_train_loss,10156.0,0.095177
catp_llm_train_loss,10157.0,0.058288
catp_llm_train_loss,10158.0,0.049581
catp_llm_train_loss,10159.0,0.048919
catp_llm_train_loss,10160.0,0.08457
catp_llm_train_loss,10161.0,0.055509
catp_llm_train_loss,10162.0,0.046979
catp_llm_train_loss,10163.0,0.04721
catp_llm_train_loss,10164.0,0.034911
catp_llm_train_loss,10165.0,0.014247
catp_llm_train_loss,10166.0,0.015625
catp_llm_train_loss,10167.0,0.112105
catp_llm_train_loss,10168.0,0.044139
catp_llm_train_loss,10169.0,0.042678
catp_llm_train_loss,10170.0,0.059463
catp_llm_train_loss,10171.0,0.108041
catp_llm_train_loss,10172.0,0.204422
catp_llm_train_loss,10173.0,0.054164
catp_llm_train_loss,10174.0,0.043713
catp_llm_train_loss,10175.0,0.046005
catp_llm_train_loss,10176.0,0.118831
catp_llm_train_loss,10177.0,0.110803
catp_llm_train_loss,10178.0,0.113769
catp_llm_train_loss,10179.0,0.073174
catp_llm_train_loss,10180.0,0.059207
catp_llm_train_loss,10181.0,0.051104
catp_llm_train_loss,10182.0,0.039663
catp_llm_train_loss,10183.0,0.0193
catp_llm_train_loss,10184.0,0.015813
catp_llm_train_loss,10185.0,0.015097
catp_llm_train_loss,10186.0,0.095498
catp_llm_train_loss,10187.0,0.023216
catp_llm_train_loss,10188.0,0.022141
catp_llm_train_loss,10189.0,0.027975
catp_llm_train_loss,10190.0,0.023402
catp_llm_train_loss,10191.0,0.022864
catp_llm_train_loss,10192.0,0.108898
catp_llm_train_loss,10193.0,0.101346
catp_llm_train_loss,10194.0,0.101767
catp_llm_train_loss,10195.0,0.100026
catp_llm_train_loss,10196.0,0.093002
catp_llm_train_loss,10197.0,0.071015
catp_llm_train_loss,10198.0,0.052024
catp_llm_train_loss,10199.0,0.057474
catp_llm_train_loss,10200.0,0.127881
catp_llm_train_loss,10201.0,0.047264
catp_llm_train_loss,10202.0,0.048934
catp_llm_train_loss,10203.0,0.193433
catp_llm_train_loss,10204.0,0.091038
catp_llm_train_loss,10205.0,0.091026
catp_llm_train_loss,10206.0,0.098467
catp_llm_train_loss,10207.0,0.071833
catp_llm_train_loss,10208.0,0.065497
catp_llm_train_loss,10209.0,0.069997
catp_llm_train_loss,10210.0,0.079631
catp_llm_train_loss,10211.0,0.074294
catp_llm_train_loss,10212.0,0.071517
catp_llm_train_loss,10213.0,0.404614
catp_llm_train_loss,10214.0,0.108623
catp_llm_train_loss,10215.0,0.028191
catp_llm_train_loss,10216.0,0.023645
catp_llm_train_loss,10217.0,0.075513
catp_llm_train_loss,10218.0,0.070008
catp_llm_train_loss,10219.0,0.068453
catp_llm_train_loss,10220.0,0.065563
catp_llm_train_loss,10221.0,0.034647
catp_llm_train_loss,10222.0,0.010313
catp_llm_train_loss,10223.0,0.010738
catp_llm_train_loss,10224.0,0.115316
catp_llm_train_loss,10225.0,0.033491
catp_llm_train_loss,10226.0,0.032325
catp_llm_train_loss,10227.0,0.041169
catp_llm_train_loss,10228.0,0.053686
catp_llm_train_loss,10229.0,0.029828
catp_llm_train_loss,10230.0,0.032065
catp_llm_train_loss,10231.0,0.100322
catp_llm_train_loss,10232.0,0.022277
catp_llm_train_loss,10233.0,0.021405
catp_llm_train_loss,10234.0,0.049816
catp_llm_train_loss,10235.0,0.061585
catp_llm_train_loss,10236.0,0.038786
catp_llm_train_loss,10237.0,0.040583
catp_llm_train_loss,10238.0,0.037127
catp_llm_train_loss,10239.0,0.035669
catp_llm_train_loss,10240.0,0.019336
catp_llm_train_loss,10241.0,0.017645
catp_llm_train_loss,10242.0,0.122795
catp_llm_train_loss,10243.0,0.047558
catp_llm_train_loss,10244.0,0.051466
catp_llm_train_loss,10245.0,0.194928
catp_llm_train_loss,10246.0,0.125238
catp_llm_train_loss,10247.0,0.118159
catp_llm_train_loss,10248.0,0.248395
catp_llm_train_loss,10249.0,0.247568
catp_llm_train_loss,10250.0,0.249789
catp_llm_train_loss,10251.0,0.020026
catp_llm_train_loss,10252.0,0.017271
catp_llm_train_loss,10253.0,0.018877
catp_llm_train_loss,10254.0,0.032143
catp_llm_train_loss,10255.0,0.0475
catp_llm_train_loss,10256.0,0.018031
catp_llm_train_loss,10257.0,0.017929
catp_llm_train_loss,10258.0,0.095849
catp_llm_train_loss,10259.0,0.026949
catp_llm_train_loss,10260.0,0.0304
catp_llm_train_loss,10261.0,0.239578
catp_llm_train_loss,10262.0,0.123135
catp_llm_train_loss,10263.0,0.12446
catp_llm_train_loss,10264.0,0.124278
catp_llm_train_loss,10265.0,0.026076
catp_llm_train_loss,10266.0,0.023356
catp_llm_train_loss,10267.0,0.019526
catp_llm_train_loss,10268.0,0.109826
catp_llm_train_loss,10269.0,0.104327
catp_llm_train_loss,10270.0,0.094291
catp_llm_train_loss,10271.0,0.099285
catp_llm_train_loss,10272.0,0.127294
catp_llm_train_loss,10273.0,0.054463
catp_llm_train_loss,10274.0,0.053903
catp_llm_train_loss,10275.0,0.150924
catp_llm_train_loss,10276.0,0.128147
catp_llm_train_loss,10277.0,0.075099
catp_llm_train_loss,10278.0,0.073904
catp_llm_train_loss,10279.0,0.149089
catp_llm_train_loss,10280.0,0.144403
catp_llm_train_loss,10281.0,0.15269
catp_llm_train_loss,10282.0,0.06152
catp_llm_train_loss,10283.0,0.010419
catp_llm_train_loss,10284.0,0.009853
catp_llm_train_loss,10285.0,0.036509
catp_llm_train_loss,10286.0,0.040677
catp_llm_train_loss,10287.0,0.028818
catp_llm_train_loss,10288.0,0.030885
catp_llm_train_loss,10289.0,0.12224
catp_llm_train_loss,10290.0,0.114734
catp_llm_train_loss,10291.0,0.123527
catp_llm_train_loss,10292.0,0.090329
catp_llm_train_loss,10293.0,0.041543
catp_llm_train_loss,10294.0,0.039596
catp_llm_train_loss,10295.0,0.135748
catp_llm_train_loss,10296.0,0.137491
catp_llm_train_loss,10297.0,0.070142
catp_llm_train_loss,10298.0,0.071656
catp_llm_train_loss,10299.0,0.137396
catp_llm_train_loss,10300.0,0.083395
catp_llm_train_loss,10301.0,0.031332
catp_llm_train_loss,10302.0,0.028421
catp_llm_train_loss,10303.0,0.123737
catp_llm_train_loss,10304.0,0.053307
catp_llm_train_loss,10305.0,0.051887
catp_llm_train_loss,10306.0,0.04774
catp_llm_train_loss,10307.0,0.084455
catp_llm_train_loss,10308.0,0.034426
catp_llm_train_loss,10309.0,0.031474
catp_llm_train_loss,10310.0,0.059881
catp_llm_train_loss,10311.0,0.006529
catp_llm_train_loss,10312.0,0.005655
catp_llm_train_loss,10313.0,0.038103
catp_llm_train_loss,10314.0,0.046
catp_llm_train_loss,10315.0,0.031915
catp_llm_train_loss,10316.0,0.03375
catp_llm_train_loss,10317.0,0.278954
catp_llm_train_loss,10318.0,0.202159
catp_llm_train_loss,10319.0,0.117657
catp_llm_train_loss,10320.0,0.105881
catp_llm_train_loss,10321.0,0.108014
catp_llm_train_loss,10322.0,0.083001
catp_llm_train_loss,10323.0,0.045687
catp_llm_train_loss,10324.0,0.04561
catp_llm_train_loss,10325.0,0.0625
catp_llm_train_loss,10326.0,0.007984
catp_llm_train_loss,10327.0,0.007737
catp_llm_train_loss,10328.0,0.015715
catp_llm_train_loss,10329.0,0.024622
catp_llm_train_loss,10330.0,0.010243
catp_llm_train_loss,10331.0,0.01071
catp_llm_train_loss,10332.0,0.123522
catp_llm_train_loss,10333.0,0.039664
catp_llm_train_loss,10334.0,0.037003
catp_llm_train_loss,10335.0,0.116335
catp_llm_train_loss,10336.0,0.131285
catp_llm_train_loss,10337.0,0.096814
catp_llm_train_loss,10338.0,0.098665
catp_llm_train_loss,10339.0,0.066766
catp_llm_train_loss,10340.0,0.05656
catp_llm_train_loss,10341.0,0.057308
catp_llm_train_loss,10342.0,0.053762
catp_llm_train_loss,10343.0,0.025072
catp_llm_train_loss,10344.0,0.007651
catp_llm_train_loss,10345.0,0.009199
catp_llm_train_loss,10346.0,0.064002
catp_llm_train_loss,10347.0,0.196991
catp_llm_train_loss,10348.0,0.110286
catp_llm_train_loss,10349.0,0.124463
catp_llm_train_loss,10350.0,0.16068
catp_llm_train_loss,10351.0,0.124956
catp_llm_train_loss,10352.0,0.121214
catp_llm_train_loss,10353.0,0.13555
catp_llm_train_loss,10354.0,0.051958
catp_llm_train_loss,10355.0,0.053238
catp_llm_train_loss,10356.0,0.079481
catp_llm_train_loss,10357.0,0.097117
catp_llm_train_loss,10358.0,0.05105
catp_llm_train_loss,10359.0,0.048304
catp_llm_train_loss,10360.0,0.046305
catp_llm_train_loss,10361.0,0.028086
catp_llm_train_loss,10362.0,0.024307
catp_llm_train_loss,10363.0,0.015088
catp_llm_train_loss,10364.0,0.0201
catp_llm_train_loss,10365.0,0.011411
catp_llm_train_loss,10366.0,0.007371
catp_llm_train_loss,10367.0,0.048987
catp_llm_train_loss,10368.0,0.029892
catp_llm_train_loss,10369.0,0.029226
catp_llm_train_loss,10370.0,0.141991
catp_llm_train_loss,10371.0,0.155641
catp_llm_train_loss,10372.0,0.144749
catp_llm_train_loss,10373.0,0.146065
catp_llm_train_loss,10374.0,0.163826
catp_llm_train_loss,10375.0,0.079112
catp_llm_train_loss,10376.0,0.071003
catp_llm_train_loss,10377.0,0.083798
catp_llm_train_loss,10378.0,0.106061
catp_llm_train_loss,10379.0,0.047381
catp_llm_train_loss,10380.0,0.055967
catp_llm_train_loss,10381.0,0.444695
catp_llm_train_loss,10382.0,0.269169
catp_llm_train_loss,10383.0,0.08773
catp_llm_train_loss,10384.0,0.07022
catp_llm_train_loss,10385.0,0.065271
catp_llm_train_loss,10386.0,0.134704
catp_llm_train_loss,10387.0,0.045819
catp_llm_train_loss,10388.0,0.042117
catp_llm_train_loss,10389.0,0.125439
catp_llm_train_loss,10390.0,0.117495
catp_llm_train_loss,10391.0,0.104062
catp_llm_train_loss,10392.0,0.100249
catp_llm_train_loss,10393.0,0.277904
catp_llm_train_loss,10394.0,0.057826
catp_llm_train_loss,10395.0,0.041657
catp_llm_train_loss,10396.0,0.036363
catp_llm_train_loss,10397.0,0.060681
catp_llm_train_loss,10398.0,0.036405
catp_llm_train_loss,10399.0,0.038028
catp_llm_train_loss,10400.0,0.075967
catp_llm_train_loss,10401.0,0.070199
catp_llm_train_loss,10402.0,0.066824
catp_llm_train_loss,10403.0,0.066276
catp_llm_train_loss,10404.0,0.072962
catp_llm_train_loss,10405.0,0.066661
catp_llm_train_loss,10406.0,0.06457
catp_llm_train_loss,10407.0,0.060925
catp_llm_train_loss,10408.0,0.128111
catp_llm_train_loss,10409.0,0.496196
catp_llm_train_loss,10410.0,0.133302
catp_llm_train_loss,10411.0,0.113631
catp_llm_train_loss,10412.0,0.113022
catp_llm_train_loss,10413.0,0.140661
catp_llm_train_loss,10414.0,0.157349
catp_llm_train_loss,10415.0,0.140317
catp_llm_train_loss,10416.0,0.139857
catp_llm_train_loss,10417.0,0.119497
catp_llm_train_loss,10418.0,0.062882
catp_llm_train_loss,10419.0,0.066032
catp_llm_train_loss,10420.0,0.058562
catp_llm_train_loss,10421.0,0.02882
catp_llm_train_loss,10422.0,0.030025
catp_llm_train_loss,10423.0,0.030407
catp_llm_train_loss,10424.0,0.02015
catp_llm_train_loss,10425.0,0.016095
catp_llm_train_loss,10426.0,0.015511
catp_llm_train_loss,10427.0,0.084049
catp_llm_train_loss,10428.0,0.080831
catp_llm_train_loss,10429.0,0.062665
catp_llm_train_loss,10430.0,0.060158
catp_llm_train_loss,10431.0,0.089799
catp_llm_train_loss,10432.0,0.085841
catp_llm_train_loss,10433.0,0.05736
catp_llm_train_loss,10434.0,0.057897
catp_llm_train_loss,10435.0,0.070852
catp_llm_train_loss,10436.0,0.054561
catp_llm_train_loss,10437.0,0.048638
catp_llm_train_loss,10438.0,0.045676
catp_llm_train_loss,10439.0,0.036562
catp_llm_train_loss,10440.0,0.01835
catp_llm_train_loss,10441.0,0.015983
catp_llm_train_loss,10442.0,0.388972
catp_llm_train_loss,10443.0,0.081024
catp_llm_train_loss,10444.0,0.064871
catp_llm_train_loss,10445.0,0.068404
catp_llm_train_loss,10446.0,0.121365
catp_llm_train_loss,10447.0,0.098843
catp_llm_train_loss,10448.0,0.099527
catp_llm_train_loss,10449.0,0.161319
catp_llm_train_loss,10450.0,0.139192
catp_llm_train_loss,10451.0,0.141581
catp_llm_train_loss,10452.0,0.145399
catp_llm_train_loss,10453.0,0.158212
catp_llm_train_loss,10454.0,0.088579
catp_llm_train_loss,10455.0,0.090447
catp_llm_train_loss,10456.0,0.126541
catp_llm_train_loss,10457.0,0.053272
catp_llm_train_loss,10458.0,0.061135
catp_llm_train_loss,10459.0,0.107825
catp_llm_train_loss,10460.0,0.084337
catp_llm_train_loss,10461.0,0.086046
catp_llm_train_loss,10462.0,0.102906
catp_llm_train_loss,10463.0,0.11488
catp_llm_train_loss,10464.0,0.037835
catp_llm_train_loss,10465.0,0.041971
catp_llm_train_loss,10466.0,0.139882
catp_llm_train_loss,10467.0,0.357079
catp_llm_train_loss,10468.0,0.10199
catp_llm_train_loss,10469.0,0.051839
catp_llm_train_loss,10470.0,0.043876
catp_llm_train_loss,10471.0,0.084179
catp_llm_train_loss,10472.0,0.079235
catp_llm_train_loss,10473.0,0.049475
catp_llm_train_loss,10474.0,0.051539
catp_llm_train_loss,10475.0,0.074092
catp_llm_train_loss,10476.0,0.056394
catp_llm_train_loss,10477.0,0.04178
catp_llm_train_loss,10478.0,0.046135
catp_llm_train_loss,10479.0,0.116346
catp_llm_train_loss,10480.0,0.056882
catp_llm_train_loss,10481.0,0.058217
catp_llm_train_loss,10482.0,0.221724
catp_llm_train_loss,10483.0,0.290877
catp_llm_train_loss,10484.0,0.0983
catp_llm_train_loss,10485.0,0.068966
catp_llm_train_loss,10486.0,0.041345
catp_llm_train_loss,10487.0,0.037629
catp_llm_train_loss,10488.0,0.279608
catp_llm_train_loss,10489.0,0.05038
catp_llm_train_loss,10490.0,0.030246
catp_llm_train_loss,10491.0,0.028137
catp_llm_train_loss,10492.0,0.058654
catp_llm_train_loss,10493.0,0.069895
catp_llm_train_loss,10494.0,0.018776
catp_llm_train_loss,10495.0,0.01966
catp_llm_train_loss,10496.0,0.061878
catp_llm_train_loss,10497.0,0.031057
catp_llm_train_loss,10498.0,0.028751
catp_llm_train_loss,10499.0,0.102904
catp_llm_train_loss,10500.0,0.058721
catp_llm_train_loss,10501.0,0.057972
catp_llm_train_loss,10502.0,0.083504
catp_llm_train_loss,10503.0,0.079064
catp_llm_train_loss,10504.0,0.065406
catp_llm_train_loss,10505.0,0.066938
catp_llm_train_loss,10506.0,0.124967
catp_llm_train_loss,10507.0,0.090117
catp_llm_train_loss,10508.0,0.090519
catp_llm_train_loss,10509.0,0.490696
catp_llm_train_loss,10510.0,0.047607
catp_llm_train_loss,10511.0,0.016113
catp_llm_train_loss,10512.0,0.014916
catp_llm_train_loss,10513.0,0.056769
catp_llm_train_loss,10514.0,0.017446
catp_llm_train_loss,10515.0,0.020826
catp_llm_train_loss,10516.0,0.043439
catp_llm_train_loss,10517.0,0.047746
catp_llm_train_loss,10518.0,0.023756
catp_llm_train_loss,10519.0,0.021374
catp_llm_train_loss,10520.0,0.019761
catp_llm_train_loss,10521.0,0.018647
catp_llm_train_loss,10522.0,0.012186
catp_llm_train_loss,10523.0,0.014874
catp_llm_train_loss,10524.0,0.099637
catp_llm_train_loss,10525.0,0.069128
catp_llm_train_loss,10526.0,0.069651
catp_llm_train_loss,10527.0,0.120677
catp_llm_train_loss,10528.0,0.08528
catp_llm_train_loss,10529.0,0.079084
catp_llm_train_loss,10530.0,0.13314
catp_llm_train_loss,10531.0,0.097813
catp_llm_train_loss,10532.0,0.108626
catp_llm_train_loss,10533.0,0.122169
catp_llm_train_loss,10534.0,0.094012
catp_llm_train_loss,10535.0,0.0801
catp_llm_train_loss,10536.0,0.059926
catp_llm_train_loss,10537.0,0.692561
catp_llm_train_loss,10538.0,0.033687
catp_llm_train_loss,10539.0,0.007782
catp_llm_train_loss,10540.0,0.007378
catp_llm_train_loss,10541.0,0.076435
catp_llm_train_loss,10542.0,0.087488
catp_llm_train_loss,10543.0,0.069461
catp_llm_train_loss,10544.0,0.068467
catp_llm_train_loss,10545.0,0.115253
catp_llm_train_loss,10546.0,0.058612
catp_llm_train_loss,10547.0,0.055291
catp_llm_train_loss,10548.0,0.055637
catp_llm_train_loss,10549.0,0.040559
catp_llm_train_loss,10550.0,0.012026
catp_llm_train_loss,10551.0,0.012786
catp_llm_train_loss,10552.0,0.021249
catp_llm_train_loss,10553.0,0.014983
catp_llm_train_loss,10554.0,0.007278
